StockCode,Description,SETS,Colors,Material,Design,Jewelry,Household,MISC,TotalSales,Quantity,UnitPrice,Price_Category,Sales_Frequency
23169,CLASSIC GLASS SWEET JAR,0,0,1,0,0,1,0,6671.14,1564,4.71,cheap,reg_seller
23170,REGENCY TEA PLATE ROSES ,0,0,0,0,0,1,0,11117.05,6869,2.07,cheap,hot
23171,REGENCY TEA PLATE GREEN ,0,1,0,0,0,1,0,10051.99,6247,2.13,cheap,hot
23172,REGENCY TEA PLATE PINK,0,1,0,0,0,1,0,6360.909999999999,3871,2.07,cheap,reg_seller
23173,REGENCY TEAPOT ROSES ,0,0,0,0,0,1,0,24918.93,2770,11.11,medium,reg_seller
23174,REGENCY SUGAR BOWL GREEN,0,1,0,0,0,0,0,12350.73,3057,4.79,cheap,reg_seller
23175,REGENCY MILK JUG PINK ,0,1,0,0,0,1,0,9600.15,3166,3.87,cheap,reg_seller
23176,ABC TREASURE BOOK BOX ,1,0,0,0,0,0,0,4697.58,2167,2.66,cheap,reg_seller
23177,TREASURE ISLAND BOOK BOX,1,0,0,0,0,0,0,5528.04,2535,2.7,cheap,reg_seller
23178,JAM CLOCK MAGNET,0,0,0,0,0,1,0,943.92,330,3.32,cheap,warm
23179,CLOCK MAGNET MUM'S KITCHEN,0,0,0,0,0,1,0,930.48,324,3.52,cheap,warm
23180,MUM'S KITCHEN CLOCK,0,0,0,0,0,1,0,621.09,122,5.94,medium,warm
23181,BULL DOG BOTTLE TOP WALL CLOCK,0,0,0,1,0,1,0,1733.57,201,9.42,medium,warm
23182,TOILET SIGN OCCUPIED OR VACANT,0,0,0,0,0,1,0,3718.09,3777,1.52,cheap,reg_seller
23183,MOTHER'S KITCHEN SPOON REST ,0,0,0,0,0,1,0,967.17,226,4.88,cheap,warm
23184,BULL DOG BOTTLE OPENER,0,0,0,1,0,1,0,4764.5,874,6.45,medium,warm
23185,FRENCH STYLE STORAGE JAR JAM,0,0,0,1,0,1,0,116.59,323,0.35,cheap,warm
23186,FRENCH STYLE STORAGE JAR CAFE ,0,0,0,1,0,1,0,819.4599999999999,1982,0.34,cheap,reg_seller
23187,FRENCH STYLE STORAGE JAR BONBONS,0,0,0,1,0,1,0,695.06,2338,0.32,cheap,reg_seller
23188,VINTAGE  2 METER FOLDING RULER,0,0,0,1,0,0,0,6451.07,3473,1.93,cheap,reg_seller
23188,VINTAGE  2 METRE FOLDING RULER,0,0,0,1,0,0,0,6451.07,3473,1.93,cheap,reg_seller
23189,SET OF 12 FORK CANDLES,1,0,0,0,0,1,0,3507.51,1249,3.4,cheap,reg_seller
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,0,0,0,0,0,0,1,2761.9,1702,1.8,cheap,reg_seller
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,0,0,0,0,0,0,1,3656.94,2218,1.87,cheap,reg_seller
23191,BUNDLE OF 3 RETRO NOTE BOOKS,0,0,0,0,0,0,1,3656.94,2218,1.87,cheap,reg_seller
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,0,0,0,0,0,0,1,6142.289999999999,3533,1.77,cheap,reg_seller
23193,BUFFALO BILL TREASURE BOOK BOX,1,0,0,0,0,0,0,4097.28,1930,2.71,cheap,reg_seller
23194,GYMKHANA TREASURE BOOK BOX,1,0,0,0,0,0,0,4086.37,1839,2.7,cheap,reg_seller
23194,GYMKHANNA TREASURE BOOK BOX,1,0,0,0,0,0,0,4086.37,1839,2.7,cheap,reg_seller
23196,LEAVES MAGNETIC  SHOPPING LIST,0,0,0,0,0,0,1,2848.04,1888,1.79,cheap,reg_seller
23196,RETO LEAVES MAGNETIC SHOPPING LIST,0,0,0,0,0,0,1,2848.04,1888,1.79,cheap,reg_seller
23196,RETRO LEAVES MAGNETIC NOTEPAD,0,0,0,0,0,0,1,2848.04,1888,1.79,cheap,reg_seller
23196,VINTAGE LEAF MAGNETIC NOTEPAD,0,0,0,1,0,0,0,2848.04,1888,1.79,cheap,reg_seller
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,0,0,0,0,0,0,1,2323.8,1492,1.95,cheap,reg_seller
23197,VEGETABLE MAGNETIC  SHOPPING LIST,0,0,0,0,0,1,0,2323.8,1492,1.95,cheap,reg_seller
23198,PANTRY MAGNETIC  SHOPPING LIST,0,0,0,0,0,1,0,5068.4,3346,1.8,cheap,reg_seller
23199,JUMBO BAG APPLES,0,0,0,1,0,0,0,30475.65,14920,2.57,cheap,best_seller
23200,JUMBO BAG PEARS,0,0,0,0,0,0,1,14197.28,7171,2.42,cheap,hot
23201,JUMBO BAG ALPHABET,0,0,0,0,0,0,1,27890.17,13379,2.39,cheap,best_seller
23202,JUMBO BAG VINTAGE LEAF,0,0,0,1,0,0,0,21852.81,11062,2.29,cheap,best_seller
23203,JUMBO BAG DOILEY PATTERNS,0,0,0,0,0,0,1,42067.78,20603,2.27,cheap,best_seller
23203,JUMBO BAG VINTAGE DOILEY ,0,0,0,1,0,0,0,42067.78,20603,2.27,cheap,best_seller
23203,JUMBO BAG VINTAGE DOILY ,0,0,0,1,0,0,0,42067.78,20603,2.27,cheap,best_seller
23204,CHARLOTTE BAG APPLES DESIGN,0,0,0,1,0,0,0,7741.94,7976,1.12,cheap,hot
23205,CHARLOTTE BAG ALPHABET  DESIGN,0,0,0,1,0,0,0,5728.08,5859,1.15,cheap,hot
23205,CHARLOTTE BAG VINTAGE ALPHABET ,0,0,0,1,0,0,0,5728.08,5859,1.15,cheap,hot
23206,LUNCH BAG APPLE DESIGN,0,0,0,1,0,0,0,20911.98,12183,2.05,cheap,best_seller
23207,LUNCH BAG ALPHABET DESIGN,0,0,0,1,0,0,0,13360.2,7851,1.99,cheap,hot
23208,LUNCH BAG VINTAGE LEAF DESIGN,0,0,0,1,0,0,0,10498.01,6342,1.93,cheap,hot
23209,LUNCH BAG DOILEY PATTERN ,0,0,0,0,0,0,1,21450.17,13289,1.82,cheap,best_seller
23209,LUNCH BAG VINTAGE DOILEY ,0,0,0,1,0,0,0,21450.17,13289,1.82,cheap,best_seller
23209,LUNCH BAG VINTAGE DOILY ,0,0,0,1,0,0,0,21450.17,13289,1.82,cheap,best_seller
23210,WHITE ROCKING HORSE HAND PAINTED,0,1,0,0,0,0,0,3617.78,2902,1.46,cheap,reg_seller
23211,RED ROCKING HORSE HAND PAINTED,0,1,0,0,0,0,0,2933.07,2331,1.56,cheap,reg_seller
23212,HEART WREATH DECORATION WITH BELL,0,0,0,1,0,0,0,2865.89,2300,1.49,cheap,reg_seller
23212,PAINTED HEART WREATH WITH BELL,0,0,0,1,0,0,0,2865.89,2300,1.49,cheap,reg_seller
23213,STAR WREATH DECORATION WITH BELL,0,0,0,1,0,0,0,2139.67,1683,1.49,cheap,reg_seller
23214,BELL HEART ANTIQUE GOLD,0,0,0,1,0,0,0,1705.44,794,2.38,cheap,warm
23214,JINGLE BELL HEART ANTIQUE GOLD,0,0,0,1,0,0,0,1705.44,794,2.38,cheap,warm
23215,JINGLE BELL HEART ANTIQUE SILVER,0,0,0,1,0,0,0,7044.64,3567,2.26,cheap,reg_seller
23216,LAUREL HEART ANTIQUE GOLD,0,0,0,1,0,0,0,630.73,525,1.45,cheap,warm
23217,LAUREL HEART ANTIQUE SILVER,0,0,0,1,0,0,0,1613.82,1309,1.54,cheap,reg_seller
23218,LAUREL STAR ANTIQUE GOLD,0,0,0,1,0,0,0,483.03,379,1.57,cheap,warm
23219,LAUREL STAR ANTIQUE SILVER ,0,0,0,1,0,0,0,568.6,430,1.53,cheap,warm
23220,REINDEER HEART DECORATION GOLD,0,0,0,1,0,0,0,869.9799999999999,994,1.08,cheap,warm
23221,REINDEER HEART DECORATION SILVER,0,0,0,1,0,0,0,1363.87,1537,1.07,cheap,reg_seller
23222,CHRISTMAS TREE HANGING GOLD,0,0,0,1,0,0,0,718.53,799,1.05,cheap,warm
23223,CHRISTMAS TREE HANGING SILVER ,0,0,0,1,0,0,0,751.8499999999999,803,1.08,cheap,warm
23224,CHERUB HEART DECORATION GOLD,0,0,0,1,0,0,0,649.02,738,1.04,cheap,warm
23225,CHERUB HEART DECORATION SILVER ,0,0,0,1,0,0,0,1177.0,1356,1.09,cheap,reg_seller
23226,FILIGREE HEART DAISY WHITE,0,1,0,1,0,0,0,1596.67,1247,1.57,cheap,reg_seller
23227,FILIGREE HEART BUTTERFLY WHITE ,0,1,0,1,0,0,0,2070.06,1642,1.57,cheap,reg_seller
23228,FILIGREE HEART BIRD WHITE ,0,1,0,1,0,0,0,1960.0,1492,1.79,cheap,reg_seller
23229,DONKEY TAIL GAME ,0,0,0,0,0,0,1,6739.71,1869,4.24,cheap,reg_seller
23229,VINTAGE DONKEY TAIL GAME ,0,0,0,1,0,0,0,6739.71,1869,4.24,cheap,reg_seller
23230,WRAP ALPHABET DESIGN,0,0,0,1,0,0,0,3228.42,8001,0.42,cheap,hot
23231,WRAP  VINTAGE DOILEY ,0,0,0,1,0,0,0,3008.34,7277,0.42,cheap,hot
23231,WRAP  VINTAGE DOILY ,0,0,0,1,0,0,0,3008.34,7277,0.42,cheap,hot
23231,WRAP DOILEY DESIGN,0,0,0,1,0,0,0,3008.34,7277,0.42,cheap,hot
23232,WRAP VINTAGE LEAF DESIGN,0,0,0,1,0,0,0,3478.92,8626,0.42,cheap,hot
23232,WRAP VINTAGE PETALS  DESIGN,0,0,0,1,0,0,0,3478.92,8626,0.42,cheap,hot
23233,WRAP POPPIES  DESIGN,0,0,0,1,0,0,0,2105.5,5175,0.42,cheap,hot
23234,BISCUIT TIN VINTAGE CHRISTMAS,0,0,0,1,0,0,0,5088.45,1941,3.36,cheap,reg_seller
23235,BISCUIT TIN VINTAGE LEAF,0,0,0,1,0,0,0,1957.69,739,2.96,cheap,warm
23235,STORAGE TIN VINTAGE LEAF,0,0,0,1,0,0,0,1957.69,739,2.96,cheap,warm
23236,DOILEY BISCUIT TIN,0,0,0,0,0,0,1,7106.21,2509,3.27,cheap,reg_seller
23236,DOILEY STORAGE TIN,0,0,0,0,0,0,1,7106.21,2509,3.27,cheap,reg_seller
23236,STORAGE TIN VINTAGE DOILEY ,0,0,0,1,0,0,0,7106.21,2509,3.27,cheap,reg_seller
23236,STORAGE TIN VINTAGE DOILY ,0,0,0,1,0,0,0,7106.21,2509,3.27,cheap,reg_seller
23237,SET OF 4 KNICK KNACK TINS LEAF,1,0,0,0,0,0,0,4278.54,1054,4.25,cheap,reg_seller
23237,SET OF 4 KNICK KNACK TINS LEAVES ,1,0,0,0,0,0,0,4278.54,1054,4.25,cheap,reg_seller
23238,SET OF 4 KNICK KNACK TINS LONDON ,1,0,0,0,0,0,0,7825.56,1862,4.74,cheap,reg_seller
23239,SET OF 4 KNICK KNACK TINS POPPIES,1,0,0,0,0,0,0,3399.49,853,4.39,cheap,warm
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,1,0,0,0,0,0,0,17037.52,4186,4.44,cheap,reg_seller
23240,SET OF 4 KNICK KNACK TINS DOILEY ,1,0,0,0,0,0,0,17037.52,4186,4.44,cheap,reg_seller
23240,SET OF 4 KNICK KNACK TINS DOILY ,1,0,0,0,0,0,0,17037.52,4186,4.44,cheap,reg_seller
23241,TREASURE TIN GYMKHANA DESIGN,0,0,0,1,0,0,0,4709.07,2184,2.48,cheap,reg_seller
23242,TREASURE TIN BUFFALO BILL ,0,0,0,0,0,0,1,3037.11,1476,2.28,cheap,reg_seller
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,0,0,0,0,1,0,23514.17,4805,5.86,medium,reg_seller
23244,CANNISTER VINTAGE LEAF DESIGN,0,0,0,1,0,0,0,1733.9799999999998,936,2.09,cheap,warm
23244,ROUND STORAGE TIN VINTAGE LEAF,0,0,0,1,0,0,0,1733.9799999999998,936,2.09,cheap,warm
23245,SET OF 3 REGENCY CAKE TINS,1,0,0,0,0,0,0,31177.95,6357,5.88,medium,hot
23247,BISCUIT TIN 50'S CHRISTMAS,0,0,0,1,0,0,0,6715.93,2206,3.28,cheap,reg_seller
23249,ENAMEL DINNER PLATE PANTRY,0,0,0,0,0,1,0,1445.9,854,1.89,cheap,warm
23249,VINTAGE RED ENAMEL TRIM PLATE,0,1,0,1,0,1,0,1445.9,854,1.89,cheap,warm
23250,ENAMEL BOWL PANTRY,0,0,0,0,0,1,0,1531.03,1179,1.47,cheap,reg_seller
23250,VINTAGE RED TRIM ENAMEL BOWL ,0,1,0,1,0,0,0,1531.03,1179,1.47,cheap,reg_seller
23251,ENAMEL MUG PANTRY,0,0,0,0,0,1,0,2107.0,1713,1.41,cheap,reg_seller
23251,VINTAGE RED ENAMEL TRIM MUG ,0,1,0,1,0,1,0,2107.0,1713,1.41,cheap,reg_seller
23252,ENAMEL JUG PANTRY,0,0,0,0,0,1,0,2276.61,607,4.03,cheap,warm
23252,VINTAGE RED ENAMEL TRIM JUG ,0,1,0,1,0,1,0,2276.61,607,4.03,cheap,warm
23253,16 PC CUTLERY SET PANTRY DESIGN,1,0,0,1,0,1,0,3848.86,258,17.15,medium,warm
23253,16 PIECE CUTLERY SET PANTRY DESIGN,1,0,0,1,0,1,0,3848.86,258,17.15,medium,warm
23254,CHILDRENS CUTLERY DOLLY GIRL ,0,0,0,0,0,1,0,6932.16,1710,4.26,cheap,reg_seller
23254,KIDS CUTLERY DOLLY GIRL ,0,0,0,0,0,1,0,6932.16,1710,4.26,cheap,reg_seller
23255,CHILDRENS CUTLERY CIRCUS PARADE,0,0,0,0,0,1,0,4101.37,1015,4.35,cheap,reg_seller
23256,CHILDRENS CUTLERY SPACEBOY ,0,0,0,0,0,1,0,8675.37,2115,4.46,cheap,reg_seller
23256,KIDS CUTLERY SPACEBOY ,0,0,0,0,0,1,0,8675.37,2115,4.46,cheap,reg_seller
23263,SET OF 3 WOODEN HEART DECORATIONS,1,0,1,1,0,0,0,5184.69,3893,1.44,cheap,reg_seller
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,0,1,0,0,0,0,2694.56,1966,1.49,cheap,reg_seller
23265,SET OF 3 WOODEN TREE DECORATIONS,1,0,1,1,0,0,0,2423.54,1784,1.48,cheap,reg_seller
23266,SET OF 3 WOODEN STOCKING DECORATION,1,0,1,0,0,0,0,2757.57,2064,1.45,cheap,reg_seller
23267,SET OF 4 SANTA PLACE SETTINGS,1,0,0,0,0,0,0,1531.95,1202,1.41,cheap,reg_seller
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1,0,0,1,0,0,0,2019.59,1840,1.6,cheap,reg_seller
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1,0,0,1,0,0,0,1163.13,786,1.71,cheap,warm
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1,0,0,1,0,0,0,1659.37,1279,1.49,cheap,reg_seller
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,0,0,0,1,0,1,0,1499.38,1734,1.05,cheap,reg_seller
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,0,0,0,1,0,1,0,1499.38,1734,1.05,cheap,reg_seller
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,0,0,0,1,0,0,0,562.2199999999999,364,1.92,cheap,warm
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,0,0,0,1,0,0,0,1649.0499999999995,969,1.88,cheap,warm
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,0,0,0,1,0,0,0,2009.95,1183,2.01,cheap,reg_seller
23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,0,0,0,0,0,0,4557.97,3749,1.47,cheap,reg_seller
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,0,1,0,1,0,0,0,1614.99,2024,1.06,cheap,reg_seller
23280,FOLDING MIRROR HOT PINK ,0,1,0,0,0,0,0,1614.99,2024,1.06,cheap,reg_seller
23281,FOLDING BUTTERFLY MIRROR RED  ,0,1,0,1,0,0,0,1000.82,1280,0.98,cheap,reg_seller
23281,FOLDING MIRROR RED  ,0,1,0,0,0,0,0,1000.82,1280,0.98,cheap,reg_seller
23282,FOLDING BUTTERFLY MIRROR IVORY ,0,0,0,1,0,0,0,757.86,812,1.26,cheap,warm
23282,FOLDING MIRROR IVORY ,0,0,0,0,0,0,1,757.86,812,1.26,cheap,warm
23283,DOORMAT VINTAGE LEAF,0,0,0,1,0,1,0,7003.38,1011,8.62,medium,reg_seller
23283,DOORMAT VINTAGE LEAVES DESIGN ,0,0,0,1,0,1,0,7003.38,1011,8.62,medium,reg_seller
23284,DOORMAT KEEP CALM AND COME IN,0,0,0,0,0,1,0,38166.64,5504,8.74,medium,hot
23285,PINK VINTAGE SPOT BEAKER,0,1,0,1,0,1,0,4572.41,4807,1.07,cheap,reg_seller
23286,BLUE VINTAGE SPOT BEAKER,0,1,0,1,0,1,0,4747.62,5048,1.03,cheap,hot
23287,RED VINTAGE SPOT BEAKER,0,1,0,1,0,1,0,1613.59,1891,1.03,cheap,reg_seller
23288,GREEN VINTAGE SPOT BEAKER,0,1,0,1,0,1,0,4444.2300000000005,4625,1.04,cheap,reg_seller
23289,DOLLY GIRL CHILDRENS BOWL,0,0,0,0,0,0,1,2013.7,1622,1.54,cheap,reg_seller
23290,SPACEBOY CHILDRENS BOWL,0,0,0,0,0,0,1,2899.1000000000004,2437,1.43,cheap,reg_seller
23291,DOLLY GIRL CHILDRENS CUP,0,0,0,0,0,1,0,2060.28,1635,1.52,cheap,reg_seller
23292,SPACE BOY CHILDRENS CUP,0,0,0,0,0,1,0,2704.58,2182,1.53,cheap,reg_seller
23292,SPACEBOY CHILDRENS CUP,0,0,0,0,0,1,0,2704.58,2182,1.53,cheap,reg_seller
23293,SET OF 12 FAIRY CAKE BAKING CASES,1,0,0,1,0,0,0,7001.99,8486,1.06,cheap,hot
23294,SET OF 6 SNACK LOAF BAKING CASES,1,0,0,0,0,0,0,3631.05,4420,1.08,cheap,reg_seller
23295,SET OF 12 MINI LOAF BAKING CASES,1,0,0,0,0,0,0,5078.429999999999,6140,1.11,cheap,hot
23296,SET OF 6 TEA TIME BAKING CASES,1,0,0,0,0,0,0,5988.05,4981,1.52,cheap,reg_seller
23297,SET 40 HEART SHAPE PETIT FOUR CASES,1,0,0,1,0,0,0,6792.23,4303,1.84,cheap,reg_seller
23298,"BUNTING , SPOTTY ",0,0,0,0,0,1,0,43182.83,8644,5.51,medium,hot
23298,SPOTTY BUNTING,0,0,0,0,0,1,0,43182.83,8644,5.51,medium,hot
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",1,0,0,0,0,0,0,3784.13,1015,4.36,cheap,reg_seller
23299,FOOD COVER WITH BEADS SET 2 ,1,0,0,0,0,0,0,3784.13,1015,4.36,cheap,reg_seller
23300,GARDENERS KNEELING PAD CUP OF TEA ,0,0,0,0,0,1,0,11815.69,6827,1.91,cheap,hot
23301,GARDENERS KNEELING PAD KEEP CALM ,0,0,0,0,0,1,0,16357.05,8825,1.94,cheap,hot
23302,KNEELING MAT HOUSEWORK  DESIGN,0,0,0,1,0,0,0,2194.62,1544,1.88,cheap,reg_seller
23303,SET 4 PICNIC CUTLERY FONDANT,1,0,0,0,0,1,0,126.75,65,1.95,cheap,cold
23304,SET 4 PICNIC CUTLERY CHERRY ,1,0,0,1,0,1,0,138.45,71,1.95,cheap,cold
23305,SET 4 PICNIC CUTLERY BLUEBERRY,1,1,0,0,0,1,0,159.9,82,1.95,cheap,cold
23306,SET OF 36 DOILIES PANTRY DESIGN,1,0,0,1,0,1,0,4123.38,3538,1.79,cheap,reg_seller
23306,SET OF 36 PANTRY PAPER DOILIES,1,0,1,0,0,1,0,4123.38,3538,1.79,cheap,reg_seller
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,0,0,1,0,1,0,6379.59,12063,0.68,cheap,best_seller
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,0,0,1,0,0,0,3279.21,6151,0.69,cheap,hot
23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,0,0,0,0,0,0,4527.2,8332,0.74,cheap,hot
23310,BUBBLEGUM RING ASSORTED,1,0,0,0,1,0,0,4997.28,12050,0.48,cheap,best_seller
23311,VINTAGE CHRISTMAS STOCKING ,0,0,0,1,0,0,0,6488.2,2390,2.97,cheap,reg_seller
23312,VINTAGE CHRISTMAS GIFT SACK,0,0,0,1,0,1,0,5968.3,1424,4.45,cheap,reg_seller
23313,VINTAGE CHRISTMAS BUNTING,0,0,0,1,0,0,0,15833.31,2997,5.54,medium,reg_seller
23314,VINTAGE CHRISTMAS TABLECLOTH,0,0,0,1,0,1,0,5037.96,409,13.6,medium,warm
23315,IVORY REFECTORY CLOCK,0,0,0,0,0,1,0,2094.24,213,10.78,medium,warm
23316,RED REFECTORY CLOCK ,0,1,0,0,0,1,0,2511.59,251,11.1,medium,warm
23317,BLUE REFECTORY CLOCK ,0,1,0,0,0,1,0,1787.41,174,11.21,medium,warm
23318,BOX OF 6 MINI VINTAGE CRACKERS,1,0,0,1,0,0,0,9167.39,3811,2.74,cheap,reg_seller
23319,BOX OF 6 MINI 50'S CRACKERS,1,0,0,0,0,0,0,9266.84,3739,2.65,cheap,reg_seller
23320,GIANT 50'S CHRISTMAS CRACKER,0,0,0,1,0,0,0,7072.16,2668,2.8,cheap,reg_seller
23321,SMALL WHITE HEART OF WICKER,0,1,0,1,0,0,0,8473.269999999999,4737,1.75,cheap,reg_seller
23322,LARGE WHITE HEART OF WICKER,0,1,0,1,0,0,0,8925.410000000002,3085,3.13,cheap,reg_seller
23323,WHITE WICKER STAR ,0,1,0,1,0,0,0,3155.1800000000003,1473,2.25,cheap,reg_seller
23324,RUSTIC STRAWBERRY JAM POT LARGE ,0,0,0,1,0,1,0,816.0400000000001,399,2.21,cheap,warm
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,0,0,0,1,0,1,0,816.0400000000001,399,2.21,cheap,warm
23325,RUSTIC STRAWBERRY JAM POT SMALL,0,0,0,1,0,1,0,740.9399999999999,462,1.81,cheap,warm
23325,RUSTIC STRAWBERRY JAMPOT SMALL,0,0,0,1,0,1,0,740.9399999999999,462,1.81,cheap,warm
23326,HANGING MINI COLOURED BOTTLES,0,1,0,0,0,1,0,2237.71,3443,2.61,cheap,reg_seller
23327,HANGING CLEAR MINI BOTTLE,0,0,0,0,0,1,0,1051.14,1734,0.79,cheap,reg_seller
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,0,0,0,0,1,0,13284.49,2845,4.84,cheap,reg_seller
23329,DECORATIVE WICKER HEART LARGE,0,0,0,1,0,0,0,3056.34,1778,1.76,cheap,reg_seller
23330,DECORATIVE WICKER HEART MEDIUM,0,0,0,1,0,0,0,2299.47,1804,1.36,cheap,reg_seller
23331,DECORATIVE WICKER HEART SMALL,0,0,0,1,0,0,0,1062.28,1596,0.78,cheap,reg_seller
23332,IVORY WICKER HEART LARGE,0,0,0,1,0,0,0,3570.76,2076,1.76,cheap,reg_seller
23333,IVORY WICKER HEART MEDIUM,0,0,0,1,0,0,0,2721.7,2110,1.33,cheap,reg_seller
23334,IVORY WICKER HEART SMALL,0,0,0,1,0,0,0,1491.75,2271,0.79,cheap,reg_seller
23335,EGG FRYING PAN IVORY ,0,0,0,0,0,0,1,792.86,378,2.33,cheap,warm
23336,EGG FRYING PAN PINK ,0,1,0,0,0,0,0,521.33,226,2.6,cheap,warm
23337,EGG FRYING PAN MINT ,0,0,0,0,0,0,1,388.75,180,2.29,cheap,warm
23338,EGG FRYING PAN RED ,0,1,0,0,0,0,0,915.4,431,2.34,cheap,warm
23339,EGG FRYING PAN BLUE ,0,1,0,0,0,0,0,405.0,175,2.51,cheap,warm
23340,VINTAGE CHRISTMAS CAKE FRILL,0,0,0,1,0,0,0,4053.88,2512,1.96,cheap,reg_seller
23341,PINK DINER WALL CLOCK,0,1,0,0,0,1,0,2749.85,308,9.93,medium,warm
23342,MINT DINER CLOCK,0,0,0,0,0,1,0,3193.41,375,8.83,medium,warm
23342,MINT DINER WALL CLOCK,0,0,0,0,0,1,0,3193.41,375,8.83,medium,warm
23343,JUMBO BAG VINTAGE CHRISTMAS ,0,0,0,1,0,0,0,13978.95,9981,2.41,cheap,hot
23344,JUMBO BAG 50'S CHRISTMAS ,0,0,0,1,0,0,0,23815.75,10306,2.41,cheap,best_seller
23345, DOLLY GIRL BEAKER,0,0,0,0,0,0,1,2891.25,2455,1.5,cheap,reg_seller
23346,SPACEBOY BEAKER,0,0,0,0,0,0,1,3117.34,2632,1.52,cheap,reg_seller
23347,I LOVE LONDON BEAKER,0,0,0,0,0,0,1,1077.3,860,1.56,cheap,warm
23348,CHILDRENS TOY COOKING UTENSIL SET,1,0,0,0,0,0,0,1642.13,1549,2.48,cheap,reg_seller
23349,ROLL WRAP VINTAGE CHRISTMAS,0,0,0,1,0,0,0,4355.1,3231,1.54,cheap,reg_seller
23350,ROLL WRAP VINTAGE SPOT ,0,0,0,1,0,1,0,3456.33,2721,1.46,cheap,reg_seller
23351,ROLL WRAP 50'S CHRISTMAS,0,0,0,1,0,0,0,4880.65,3539,1.51,cheap,reg_seller
23352,ROLL WRAP 50'S RED CHRISTMAS ,0,1,0,1,0,0,0,2462.95,1803,1.51,cheap,reg_seller
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,0,0,0,1,0,1,0,3517.5199999999995,4016,1.0,cheap,reg_seller
23354,6 GIFT TAGS 50'S CHRISTMAS ,0,0,0,1,0,1,0,3431.89,3743,0.97,cheap,reg_seller
23355,HOT WATER BOTTLE KEEP CALM,0,0,0,0,0,1,0,28842.550000000003,5841,5.27,medium,hot
23356,LOVE HOT WATER BOTTLE,0,0,0,0,0,1,0,13494.97,2386,6.2,medium,reg_seller
23357,HOT WATER BOTTLE SEX BOMB,0,0,0,0,0,1,0,1993.6,453,4.97,cheap,warm
23358,HOT STUFF HOT WATER BOTTLE,0,0,0,0,0,1,0,2012.13,595,4.19,cheap,warm
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,1,0,0,1,0,0,0,1872.31,993,1.99,cheap,warm
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,1,0,0,1,0,0,0,1872.31,993,1.99,cheap,warm
23360,SET 8 CANDLES VINTAGE DOILEY,1,0,0,1,0,1,0,2296.15,1187,2.06,cheap,reg_seller
23360,SET 8 CANDLES VINTAGE DOILY,1,0,0,1,0,1,0,2296.15,1187,2.06,cheap,reg_seller
23365,SET 12 COLOUR PENCILS LOVE LONDON,1,0,0,0,0,0,0,1464.38,1859,0.79,cheap,reg_seller
23366,SET 12 COLOUR PENCILS DOILEY,1,0,0,0,0,0,0,1670.55,2253,0.81,cheap,reg_seller
23366,SET 12 COLOURING PENCILS DOILEY,1,0,0,0,1,0,0,1670.55,2253,0.81,cheap,reg_seller
23366,SET 12 COLOURING PENCILS DOILY,1,0,0,0,1,0,0,1670.55,2253,0.81,cheap,reg_seller
23367,SET 12 COLOUR PENCILS SPACEBOY ,1,0,0,0,0,0,0,2495.75,3285,0.76,cheap,reg_seller
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1,0,0,0,0,0,0,1681.5,2382,0.78,cheap,reg_seller
23369,SET 36 COLOUR PENCILS LOVE LONDON,1,0,0,0,0,0,0,1581.06,1105,1.5,cheap,reg_seller
23370,SET 36 COLOUR PENCILS DOILEY,1,0,0,0,0,0,0,2157.85,1555,1.53,cheap,reg_seller
23370,SET 36 COLOURING PENCILS DOILEY,1,0,0,0,1,0,0,2157.85,1555,1.53,cheap,reg_seller
23370,SET 36 COLOURING PENCILS DOILY,1,0,0,0,1,0,0,2157.85,1555,1.53,cheap,reg_seller
23371,SET 36 COLOUR PENCILS SPACEBOY ,1,0,0,0,0,0,0,2313.53,1712,1.51,cheap,reg_seller
